customer_id,email,first_name,last_name,country,city,signup_date,acquisition_channel,segment,age,is_subscribed,total_orders,total_revenue,avg_order_value,first_order,last_order,ltv,days_active,order_freq_days,churned,cohort_month
1838,rebeccaford@example.org,Barbara,Ross,Australia,Richardborough,2022-04-20,email_campaign,regular,32,False,1,620.22,620.22,2022-05-11,2022-05-11,620.22,0.0,,True,2022-05
1839,rsmith@example.org,Debbie,Williams,USA,Lisamouth,2022-10-20,direct,budget,54,False,1,671.92,671.92,2024-02-24,2024-02-24,671.92,0.0,,False,2024-02
1840,johnsonsharon@example.com,Debra,Barrett,UK,North Anthonyberg,2023-10-18,paid_search,regular,40,True,2,1729.79,864.9,2023-12-15,2024-01-31,1729.79,47.0,47.0,False,2023-12
1841,lgates@example.net,David,Parker,Australia,Stevenborough,2023-03-12,organic_search,premium,47,True,1,497.87,497.87,2023-10-05,2023-10-05,497.87,0.0,,True,2023-10
1842,colemancassandra@example.org,Tammy,Schwartz,Germany,Port Samanthafurt,2022-04-24,organic_search,budget,65,False,0,0.0,,,,,,,True,
1843,snyderfrank@example.org,James,Gonzalez,Singapore,Michaelberg,2023-07-22,paid_search,budget,20,True,0,0.0,,,,,,,True,
1844,uthompson@example.org,Carolyn,Lopez,India,Bowersstad,2023-06-14,social_media,budget,24,False,0,0.0,,,,,,,True,
1845,jenniferburch@example.com,Margaret,Heath,USA,East Eddie,2023-12-23,organic_search,budget,63,True,2,6295.86,3147.93,2024-01-20,2024-03-15,6295.86,55.0,55.0,False,2024-01
1846,danielletownsend@example.com,Jeremy,Gilbert,Singapore,North Justin,2022-03-23,direct,vip,30,False,5,7182.0599999999995,1436.41,2022-04-07,2023-12-10,7182.06,612.0,153.0,True,2022-04
1848,teresa76@example.org,Rebecca,Arnold,India,Williamsburgh,2023-03-13,social_media,regular,60,False,1,762.23,762.23,2024-02-04,2024-02-04,762.23,0.0,,False,2024-02
1849,ylawson@example.org,Kathy,Roman,Canada,South Benjamin,2022-07-25,direct,regular,43,True,1,586.81,586.81,2023-12-23,2023-12-23,586.81,0.0,,True,2023-12
1850,henryeric@example.org,Michael,Bruce,Australia,New Erica,2022-06-02,email_campaign,budget,20,True,1,1160.5,1160.5,2022-06-14,2022-06-14,1160.5,0.0,,True,2022-06
1851,janicestuart@example.com,Elizabeth,Wilkinson,India,Leblancview,2022-09-30,social_media,regular,25,True,0,0.0,,,,,,,True,
1852,kimberly73@example.com,Scott,Baker,India,East Tina,2023-08-26,email_campaign,regular,33,True,1,770.76,770.76,2024-02-05,2024-02-05,770.76,0.0,,False,2024-02
1853,tinahaas@example.org,Stephanie,Gillespie,Australia,Lake Danielport,2023-07-20,social_media,budget,18,True,0,0.0,,,,,,,True,
1854,wendy58@example.net,Michele,Knight,India,East Jessica,2023-11-15,social_media,vip,55,True,9,10199.78,1133.31,2023-11-20,2024-01-11,10199.78,52.0,6.5,False,2023-11
1855,richard62@example.net,Victoria,Morgan,UK,Dianafurt,2023-09-05,influencer,premium,59,True,1,648.43,648.43,2023-09-16,2023-09-16,648.43,0.0,,True,2023-09
1856,marissareid@example.net,Timothy,Lindsey,USA,Port Deborahside,2023-04-20,social_media,regular,44,False,3,3223.37,1074.46,2023-07-29,2024-01-13,3223.37,168.0,84.0,False,2023-07
1857,nelsongabriela@example.com,Joshua,Carey,USA,South Elizabethbury,2022-04-12,social_media,budget,29,False,3,11584.619999999999,3861.54,2022-04-12,2024-03-06,11584.62,694.0,347.0,False,2022-04
1858,kelsey85@example.org,Alexander,Keller,UK,Port Paul,2023-03-24,social_media,budget,25,False,1,481.54,481.54,2023-06-01,2023-06-01,481.54,0.0,,True,2023-06
1859,gguerrero@example.com,Elizabeth,Perez,India,Sandovalfurt,2023-04-02,referral,premium,60,True,1,62.06,62.06,2023-06-03,2023-06-03,62.06,0.0,,True,2023-06
1860,edwardsjoshua@example.com,Brandon,Flores,USA,Port Grantland,2022-08-08,organic_search,regular,21,False,0,0.0,,,,,,,True,
1861,christopher41@example.org,Ashlee,Hull,UK,Markview,2023-11-08,organic_search,regular,52,False,0,0.0,,,,,,,True,
1862,hudsonellen@example.net,Jennifer,Vargas,USA,New Manuel,2022-03-27,social_media,budget,55,True,1,2166.88,2166.88,2022-03-28,2022-03-28,2166.88,0.0,,True,2022-03
1863,lhoward@example.org,Thomas,Smith,India,North Jon,2022-05-31,referral,premium,55,False,2,3237.4399999999996,1618.72,2022-11-03,2023-02-06,3237.44,95.0,95.0,True,2022-11
1864,qbray@example.org,Charles,Camacho,Singapore,Davisland,2023-11-09,direct,regular,37,True,1,2757.52,2757.52,2023-11-13,2023-11-13,2757.52,0.0,,True,2023-11
1865,kyleeverett@example.net,John,Moran,USA,Fordshire,2022-06-14,social_media,premium,54,False,3,5717.51,1905.84,2022-12-31,2023-04-02,5717.51,92.0,46.0,True,2022-12
1866,ksullivan@example.net,Thomas,Jones,India,Henryfort,2023-06-04,organic_search,regular,44,True,1,1297.19,1297.19,2023-07-29,2023-07-29,1297.19,0.0,,True,2023-07
1867,christopherguzman@example.org,David,Pearson,India,South Susanshire,2023-04-30,social_media,regular,43,True,1,11927.2,11927.2,2023-05-13,2023-05-13,11927.2,0.0,,True,2023-05
1868,awong@example.com,John,Walsh,USA,Lake Gail,2023-10-26,referral,regular,28,True,8,8687.07,1085.88,2023-11-28,2024-03-30,8687.07,123.0,17.6,False,2023-11
1869,james91@example.net,Kayla,Murphy,Germany,North Stephanie,2023-03-10,social_media,regular,48,False,0,0.0,,,,,,,True,
1870,hunter12@example.org,Eric,Willis,India,Meganstad,2022-02-21,direct,budget,55,True,1,197.51,197.51,2023-05-08,2023-05-08,197.51,0.0,,True,2023-05
1871,raguirre@example.com,Anna,Bryant,India,Timothyton,2022-12-30,paid_search,regular,62,True,0,0.0,,,,,,,True,
1872,taylortammy@example.com,Randall,Parker,Canada,Crawfordport,2022-08-18,social_media,regular,60,False,7,6152.429999999999,878.92,2022-08-20,2022-09-24,6152.43,35.0,5.8,True,2022-08
1873,twatkins@example.org,Robert,Harris,Canada,Ronaldton,2023-02-12,email_campaign,budget,57,True,3,3326.8600000000006,1108.95,2023-08-26,2024-03-23,3326.86,210.0,105.0,False,2023-08
1874,michaela00@example.com,John,Edwards,India,South James,2023-07-14,paid_search,budget,22,True,0,0.0,,,,,,,True,
1875,kproctor@example.com,Christina,Mccarty,Singapore,Millershire,2022-06-06,paid_search,regular,58,True,2,2770.01,1385.0,2023-05-16,2023-10-02,2770.01,139.0,139.0,True,2023-05
1877,michael28@example.org,Steven,Craig,USA,Evansland,2023-06-30,influencer,regular,27,False,1,590.36,590.36,2023-07-05,2023-07-05,590.36,0.0,,True,2023-07
1878,christina89@example.net,Mary,Hines,India,Baileyport,2024-02-10,referral,regular,22,True,2,15646.240000000002,7823.12,2024-03-06,2024-03-23,15646.24,17.0,17.0,False,2024-03
1879,psandoval@example.com,Teresa,Molina,USA,Julieport,2022-04-26,email_campaign,regular,28,False,0,0.0,,,,,,,True,
1880,kristen49@example.org,Randall,Reilly,UK,Port Catherine,2022-07-29,referral,regular,33,True,1,5235.06,5235.06,2022-09-28,2022-09-28,5235.06,0.0,,True,2022-09
1881,joshua74@example.org,Bailey,Nelson,Germany,Bakerhaven,2022-09-18,email_campaign,regular,41,False,1,1549.04,1549.04,2022-10-06,2022-10-06,1549.04,0.0,,True,2022-10
1882,dustinwilliams@example.com,Vincent,Anderson,UK,Cummingsborough,2022-10-13,paid_search,premium,30,False,1,258.81,258.81,2022-10-14,2022-10-14,258.81,0.0,,True,2022-10
1883,cory21@example.org,Whitney,Wolf,India,Andersonburgh,2022-10-08,email_campaign,budget,65,True,1,798.4,798.4,2023-07-25,2023-07-25,798.4,0.0,,True,2023-07
1884,daltonkathleen@example.com,Mark,Lam,Germany,Jameschester,2023-06-13,social_media,budget,64,True,1,1503.21,1503.21,2024-02-14,2024-02-14,1503.21,0.0,,False,2024-02
1885,matthew92@example.org,Benjamin,Smith,India,Joshuachester,2023-02-15,organic_search,regular,24,False,6,6792.1900000000005,1132.03,2023-04-15,2024-03-08,6792.19,328.0,65.6,False,2023-04
1886,patrick12@example.net,Cheryl,Knight,Singapore,East Phyllisstad,2022-12-01,social_media,regular,52,True,0,0.0,,,,,,,True,
1887,taylordanny@example.net,Michelle,Cook,USA,Linhaven,2022-09-12,paid_search,regular,54,True,2,6753.58,3376.79,2022-12-22,2023-06-26,6753.58,186.0,186.0,True,2022-12
1888,llee@example.com,Courtney,Franco,Australia,New Shelbyland,2022-04-03,organic_search,regular,26,False,6,4891.4800000000005,815.25,2022-07-23,2024-02-01,4891.48,558.0,111.6,False,2022-07
1889,sherylgreen@example.com,Angela,Lopez,Singapore,Randybury,2023-11-27,organic_search,budget,62,True,2,7782.22,3891.11,2024-01-06,2024-01-18,7782.22,12.0,12.0,False,2024-01
1890,jonessarah@example.net,Nathan,Dyer,India,Pamelaborough,2022-04-27,referral,budget,53,False,3,5408.67,1802.89,2022-08-27,2024-02-11,5408.67,533.0,266.5,False,2022-08
1891,qmoore@example.net,Derek,Hodge,UK,West Stephen,2022-08-01,organic_search,regular,38,True,1,1541.2,1541.2,2023-01-31,2023-01-31,1541.2,0.0,,True,2023-01
1893,iharrington@example.org,Antonio,Moody,Singapore,Jenniferberg,2023-08-18,email_campaign,budget,65,False,0,0.0,,,,,,,True,
1894,patrick90@example.org,Olivia,Valdez,Germany,Kimport,2023-09-21,organic_search,regular,41,False,1,247.27,247.27,2024-02-02,2024-02-02,247.27,0.0,,False,2024-02
1895,owensjacob@example.org,Kevin,Skinner,USA,East Jeremystad,2022-11-15,social_media,regular,41,True,6,11318.85,1886.48,2023-07-26,2024-01-18,11318.85,176.0,35.2,False,2023-07
1896,martinlisa@example.net,Sheryl,Henderson,USA,Howardmouth,2022-11-12,social_media,premium,33,False,0,0.0,,,,,,,True,
1897,jamesanderson@example.org,Cindy,Hall,India,North Dennis,2023-01-14,social_media,budget,39,False,1,450.34,450.34,2023-07-03,2023-07-03,450.34,0.0,,True,2023-07
1898,gberry@example.org,James,Smith,India,East Jameschester,2022-02-25,direct,budget,41,False,0,0.0,,,,,,,True,
1899,ualexander@example.net,David,Santana,India,Diaztown,2023-03-12,direct,budget,45,False,1,15114.45,15114.45,2024-03-22,2024-03-22,15114.45,0.0,,False,2024-03
1900,jchase@example.com,Chelsea,Reed,Germany,Johnton,2023-05-05,social_media,regular,24,True,3,3222.54,1074.18,2023-12-18,2024-03-18,3222.54,91.0,45.5,False,2023-12
1901,joshuawood@example.org,Christian,Berger,Singapore,Lake Bonnie,2022-10-15,social_media,regular,52,False,0,0.0,,,,,,,True,
1902,lisa23@example.org,Jay,Moran,Singapore,North David,2023-10-17,organic_search,regular,51,False,1,1586.7,1586.7,2024-01-31,2024-01-31,1586.7,0.0,,False,2024-01
1903,stephen90@example.org,Shawn,Martin,Canada,Lake Laura,2023-05-08,organic_search,regular,40,True,5,13299.89,2659.98,2023-11-05,2024-03-27,13299.89,143.0,35.8,False,2023-11
1904,brett50@example.com,Lisa,Bowen,UK,Donnaside,2022-01-14,email_campaign,premium,58,False,1,1180.5,1180.5,2023-01-02,2023-01-02,1180.5,0.0,,True,2023-01
1905,gblair@example.com,Dawn,Vazquez,India,Mallorychester,2022-03-19,organic_search,budget,48,True,2,4292.37,2146.18,2022-11-26,2024-02-13,4292.37,444.0,444.0,False,2022-11
1906,deanmarisa@example.org,Sara,Williams,Germany,Daniellebury,2023-03-17,organic_search,regular,58,True,3,9487.58,3162.53,2023-05-11,2023-12-23,9487.58,226.0,113.0,True,2023-05
1907,rmoore@example.com,Cristina,Morgan,UK,East Ericton,2022-09-29,email_campaign,premium,38,False,0,0.0,,,,,,,True,
1908,paul84@example.net,Jonathan,Hunter,India,East Todd,2023-01-06,direct,premium,59,True,0,0.0,,,,,,,True,
1909,shannonhammond@example.org,Laura,Garcia,Australia,North Tiffanyville,2023-10-30,organic_search,regular,30,True,1,234.88,234.88,2023-11-08,2023-11-08,234.88,0.0,,True,2023-11
1910,cchurch@example.org,Heidi,Haas,Germany,Aguirreton,2024-01-01,email_campaign,vip,57,False,7,11924.06,1703.44,2024-01-27,2024-03-30,11924.06,63.0,10.5,False,2024-01
1911,gibsonbrandon@example.com,Kelly,Johnson,India,New Edward,2022-03-28,social_media,regular,61,False,4,2372.34,593.08,2022-04-08,2022-04-27,2372.34,19.0,6.3,True,2022-04
1912,matthewschristine@example.com,Heather,Thompson,USA,Jillville,2023-05-17,email_campaign,budget,48,True,2,12656.789999999999,6328.4,2023-06-08,2023-10-05,12656.79,119.0,119.0,True,2023-06
1913,lgarcia@example.org,Rebecca,Dougherty,UK,Johnside,2022-01-13,paid_search,regular,20,True,2,5409.59,2704.8,2022-01-24,2022-03-20,5409.59,55.0,55.0,True,2022-01
1914,bwhite@example.com,Mercedes,Hernandez,Germany,South Gregorymouth,2024-01-02,organic_search,regular,50,False,1,895.69,895.69,2024-01-09,2024-01-09,895.69,0.0,,False,2024-01
1915,brittany63@example.org,Jody,Smith,Canada,East Theresa,2022-10-01,organic_search,regular,62,False,1,97.58,97.58,2023-12-16,2023-12-16,97.58,0.0,,True,2023-12
1916,kevin04@example.net,Mary,Porter,USA,Alexandermouth,2024-01-29,social_media,budget,22,False,1,682.73,682.73,2024-02-20,2024-02-20,682.73,0.0,,False,2024-02
1917,brockalex@example.com,Christina,Gray,UK,Charlesmouth,2022-12-20,paid_search,vip,21,False,2,904.51,452.26,2023-05-17,2024-02-07,904.51,266.0,266.0,False,2023-05
1918,kristinwest@example.com,Claire,Mckee,USA,Simmonsborough,2022-08-04,social_media,premium,53,True,2,3217.32,1608.66,2022-08-27,2023-12-18,3217.32,478.0,478.0,True,2022-08
1919,staceyharper@example.com,Robert,Adams,UK,Morsefort,2023-10-20,organic_search,regular,27,True,1,516.47,516.47,2023-10-22,2023-10-22,516.47,0.0,,True,2023-10
1920,laura25@example.net,Eric,Barnes,USA,Baileyland,2023-05-30,social_media,regular,55,True,0,0.0,,,,,,,True,
1921,lisaanderson@example.net,Miguel,Hardy,India,East Brittany,2022-06-08,influencer,premium,62,True,6,19376.4,3229.4,2022-06-14,2024-02-27,19376.4,623.0,124.6,False,2022-06
1922,jonessandra@example.com,Jeffery,Hernandez,India,Leslieshire,2023-05-06,organic_search,budget,64,False,1,1434.24,1434.24,2023-11-28,2023-11-28,1434.24,0.0,,True,2023-11
1923,phall@example.com,Elizabeth,Burnett,India,Jacksonport,2023-07-08,direct,regular,59,True,2,7215.360000000001,3607.68,2023-08-26,2023-09-10,7215.36,15.0,15.0,True,2023-08
1924,bradbennett@example.com,Elizabeth,Hanson,India,Lake Elizabethmouth,2023-04-06,influencer,budget,60,True,1,337.77,337.77,2023-04-12,2023-04-12,337.77,0.0,,True,2023-04
1925,leejennifer@example.org,Diana,Wolf,USA,North Josephside,2022-01-31,influencer,regular,50,False,13,24876.66,1913.59,2022-08-09,2024-02-25,24876.66,565.0,47.1,False,2022-08
1926,janetmoore@example.net,Christopher,Jefferson,India,Port Geraldland,2023-12-30,referral,regular,41,True,0,0.0,,,,,,,True,
1927,kara81@example.net,Nathan,Hernandez,USA,Stephensside,2022-01-03,organic_search,budget,50,False,0,0.0,,,,,,,True,
1928,tesparza@example.org,Dalton,Aguilar,USA,Joseside,2023-09-04,paid_search,regular,41,True,3,11156.91,3718.97,2023-11-22,2024-03-29,11156.91,128.0,64.0,False,2023-11
1929,pricevanessa@example.org,Mary,Nunez,India,Port Paulshire,2022-10-30,email_campaign,budget,36,False,0,0.0,,,,,,,True,
1930,hramos@example.com,John,Edwards,Germany,Kimberlyfurt,2023-10-28,email_campaign,budget,53,True,6,13757.44,2292.91,2023-10-29,2023-11-20,13757.44,22.0,4.4,True,2023-10
1931,zcampbell@example.net,Lance,Mcgee,India,Ramseyborough,2022-07-19,social_media,regular,18,True,1,1674.75,1674.75,2023-09-30,2023-09-30,1674.75,0.0,,True,2023-09
1932,donna19@example.org,Jennifer,Graham,India,East Charles,2022-01-18,referral,regular,39,False,2,2287.65,1143.82,2022-07-23,2022-11-08,2287.65,108.0,108.0,True,2022-07
1933,andrevaughn@example.org,Justin,Carr,Canada,Port Teresa,2023-08-26,organic_search,regular,60,True,3,7320.61,2440.2,2023-09-11,2023-10-06,7320.61,25.0,12.5,True,2023-09
1935,barbara81@example.net,Eugene,Hale,India,Lake Andreaton,2023-12-22,referral,premium,24,True,13,17626.28,1355.87,2023-12-30,2024-03-19,17626.28,80.0,6.7,False,2023-12
1936,nancyhenderson@example.org,Joan,Mcgee,UK,North Adamborough,2023-08-29,paid_search,budget,30,True,1,3029.51,3029.51,2023-09-05,2023-09-05,3029.51,0.0,,True,2023-09
1937,amberlee@example.com,Jacob,Davis,Germany,Crystalmouth,2023-07-16,social_media,budget,42,True,1,44.38,44.38,2023-08-30,2023-08-30,44.38,0.0,,True,2023-08
1938,josephmercado@example.org,Andrea,Smith,USA,Angelaburgh,2022-01-16,social_media,regular,51,False,1,958.91,958.91,2022-11-10,2022-11-10,958.91,0.0,,True,2022-11
1939,nkirby@example.org,Donna,Cunningham,India,North Shannonside,2023-11-08,referral,regular,41,True,1,3408.19,3408.19,2023-11-16,2023-11-16,3408.19,0.0,,True,2023-11
1940,dmartin@example.com,Sarah,Hodge,USA,Port Angela,2022-03-21,organic_search,regular,26,True,1,3271.03,3271.03,2022-04-10,2022-04-10,3271.03,0.0,,True,2022-04
1941,nicolemason@example.com,Emily,Andrade,UK,East Lisa,2023-12-20,social_media,premium,29,True,8,8529.8,1066.22,2023-12-20,2023-12-25,8529.8,5.0,0.7,True,2023-12
1942,fmccullough@example.net,Matthew,Wilson,Singapore,Thompsonmouth,2022-11-06,referral,vip,26,False,18,35976.89,1998.72,2022-12-20,2024-03-19,35976.89,455.0,26.8,False,2022-12
1943,wrightandrea@example.org,Aaron,Jones,India,Lake William,2023-04-18,paid_search,regular,23,False,0,0.0,,,,,,,True,
1944,jamesperez@example.net,Edwin,Nunez,India,West Rachael,2022-05-22,social_media,regular,59,True,1,4496.09,4496.09,2023-11-24,2023-11-24,4496.09,0.0,,True,2023-11
1945,umclaughlin@example.org,Allison,Nguyen,India,South Stephaniefort,2022-10-15,organic_search,budget,56,False,0,0.0,,,,,,,True,
1946,pcruz@example.org,Roberto,Soto,UK,Margaretburgh,2022-12-09,influencer,regular,64,False,1,7559.24,7559.24,2023-07-13,2023-07-13,7559.24,0.0,,True,2023-07
1947,walterssarah@example.net,Craig,Pena,UK,Johnland,2022-09-30,paid_search,premium,20,True,0,0.0,,,,,,,True,
1948,stuartwallace@example.com,Darryl,Hull,Australia,West Tarachester,2023-06-02,paid_search,budget,63,True,0,0.0,,,,,,,True,
1949,amberevans@example.net,Tyler,Navarro,UK,Lake Lynnberg,2024-01-22,paid_search,budget,21,True,1,2723.26,2723.26,2024-03-27,2024-03-27,2723.26,0.0,,False,2024-03
1950,sbennett@example.com,Amanda,Gallagher,Singapore,Baileyville,2022-08-05,social_media,premium,57,True,1,538.19,538.19,2022-08-09,2022-08-09,538.19,0.0,,True,2022-08
1951,marioharris@example.net,William,Cunningham,USA,West Mark,2024-01-09,social_media,premium,51,True,2,9186.88,4593.44,2024-01-17,2024-02-13,9186.88,27.0,27.0,False,2024-01
1952,emily07@example.net,Kenneth,Taylor,Singapore,South Josephfort,2023-12-07,organic_search,budget,52,False,2,13896.380000000001,6948.19,2024-03-07,2024-03-18,13896.38,11.0,11.0,False,2024-03
1953,kathyjenkins@example.net,Vanessa,Torres,USA,Andrewsfurt,2024-03-01,social_media,regular,21,True,1,1036.2,1036.2,2024-03-07,2024-03-07,1036.2,0.0,,False,2024-03
1955,richard18@example.org,Leah,Pham,USA,Danielmouth,2022-07-10,direct,regular,46,True,1,5494.62,5494.62,2023-08-07,2023-08-07,5494.62,0.0,,True,2023-08
1956,keithellis@example.net,Matthew,Ross,Australia,South Kellyshire,2023-08-07,social_media,budget,18,False,2,2690.29,1345.14,2023-11-10,2024-02-06,2690.29,88.0,88.0,False,2023-11
1957,bakerleslie@example.net,Garrett,Bowman,Canada,Liumouth,2022-09-20,social_media,premium,63,True,3,12076.61,4025.54,2022-09-29,2022-11-05,12076.61,37.0,18.5,True,2022-09
1958,davidclay@example.org,Frank,Taylor,USA,Williamsfurt,2022-10-28,paid_search,budget,31,False,0,0.0,,,,,,,True,
1959,angela00@example.net,Harold,Nichols,USA,Michaelville,2023-02-27,organic_search,regular,23,False,3,4691.5599999999995,1563.85,2023-04-04,2023-10-13,4691.56,192.0,96.0,True,2023-04
1960,aaronwiley@example.net,Angela,Golden,Australia,West Timothyside,2024-01-09,referral,regular,64,False,1,2075.09,2075.09,2024-01-14,2024-01-14,2075.09,0.0,,False,2024-01
1961,christinedoyle@example.com,Martha,Paul,USA,New Michaelbury,2022-02-06,social_media,budget,29,True,1,376.88,376.88,2023-07-13,2023-07-13,376.88,0.0,,True,2023-07
1962,hernandezsusan@example.com,Rose,Williams,USA,North Erin,2022-10-31,organic_search,budget,33,True,1,517.04,517.04,2022-12-17,2022-12-17,517.04,0.0,,True,2022-12
1963,zwolf@example.org,Brittany,Booth,Singapore,Deannatown,2022-06-05,paid_search,regular,46,True,1,5058.7,5058.7,2023-12-07,2023-12-07,5058.7,0.0,,True,2023-12
1964,paul18@example.com,Katrina,Lee,India,Irwinport,2023-07-16,social_media,budget,37,False,1,103.79,103.79,2024-01-30,2024-01-30,103.79,0.0,,False,2024-01
1965,dcole@example.net,Kathleen,Sloan,Canada,Lake Davidfort,2022-11-22,direct,premium,26,True,7,14793.330000000002,2113.33,2022-11-26,2022-12-08,14793.33,12.0,2.0,True,2022-11
1966,robertday@example.org,Anthony,Welch,India,South Nathan,2022-12-05,organic_search,regular,57,True,3,10396.95,3465.65,2023-03-25,2023-07-10,10396.95,107.0,53.5,True,2023-03
1967,williamsjoseph@example.com,Kevin,Novak,India,New Caitlin,2022-03-23,referral,regular,52,False,6,4768.5599999999995,794.76,2022-03-23,2022-04-16,4768.56,24.0,4.8,True,2022-03
1968,longjoshua@example.com,Stephanie,Hansen,India,Cardenasstad,2024-02-24,organic_search,regular,24,False,1,276.81,276.81,2024-03-30,2024-03-30,276.81,0.0,,False,2024-03
1969,kevinjohnson@example.org,Kristin,Martinez,USA,Reneechester,2022-04-13,paid_search,vip,61,True,5,4185.25,837.05,2022-06-25,2023-03-29,4185.25,277.0,69.2,True,2022-06
1970,btaylor@example.org,Jack,Wyatt,USA,New Alanbury,2022-12-03,email_campaign,premium,58,True,3,3409.37,1136.46,2022-12-15,2023-01-17,3409.37,33.0,16.5,True,2022-12
1971,sarahholland@example.com,Scott,Johnson,Canada,Parkerfurt,2024-01-05,organic_search,regular,61,True,0,0.0,,,,,,,True,
1972,amber55@example.net,Jeffrey,Kim,Canada,North Melanie,2022-01-01,email_campaign,premium,40,False,3,13747.97,4582.66,2022-12-06,2023-08-03,13747.97,240.0,120.0,True,2022-12
1973,amandaedwards@example.com,Maria,Montes,UK,Masonstad,2022-03-02,organic_search,budget,39,True,1,1631.87,1631.87,2023-09-17,2023-09-17,1631.87,0.0,,True,2023-09
1974,craigmiles@example.net,Brian,Figueroa,Germany,Andersonburgh,2024-01-07,email_campaign,premium,46,True,1,1214.94,1214.94,2024-02-21,2024-02-21,1214.94,0.0,,False,2024-02
1975,ariascarlos@example.net,Kimberly,Young,Australia,Lake Tara,2023-09-25,organic_search,regular,30,False,2,5147.14,2573.57,2023-10-01,2023-10-23,5147.14,22.0,22.0,True,2023-10
1976,xmoore@example.com,Amanda,Gardner,Germany,New Michael,2023-04-20,social_media,regular,32,False,1,2863.84,2863.84,2023-12-09,2023-12-09,2863.84,0.0,,True,2023-12
1977,jennifer58@example.com,George,Silva,UK,Georgestad,2022-03-09,organic_search,budget,64,True,1,7428.19,7428.19,2022-05-05,2022-05-05,7428.19,0.0,,True,2022-05
1978,jenniferedwards@example.com,Darrell,Shaw,India,Richardsonland,2023-12-08,organic_search,premium,20,True,6,14665.89,2444.32,2023-12-25,2024-02-14,14665.89,51.0,10.2,False,2023-12
1979,vjones@example.org,Allison,Walsh,India,Kyleland,2023-12-17,social_media,vip,32,False,11,17609.47,1600.86,2023-12-17,2024-01-26,17609.47,40.0,4.0,False,2023-12
1980,shane44@example.com,Jerry,Diaz,USA,West Kelsey,2022-12-11,paid_search,premium,41,False,1,1506.33,1506.33,2023-08-18,2023-08-18,1506.33,0.0,,True,2023-08
1981,samuel84@example.org,Martha,Anthony,India,West Beverlyshire,2022-12-15,direct,budget,54,True,0,0.0,,,,,,,True,
1982,sgonzalez@example.net,James,Cook,Australia,Dixontown,2022-01-20,organic_search,regular,63,True,3,6440.87,2146.96,2022-07-13,2024-03-07,6440.87,603.0,301.5,False,2022-07
1983,jamesmoreno@example.com,Christopher,Cobb,USA,East Margaret,2022-09-27,organic_search,budget,63,False,0,0.0,,,,,,,True,
1984,ronaldjohnson@example.com,William,Preston,USA,West Laurafort,2022-08-12,direct,regular,32,True,4,5575.8099999999995,1393.95,2022-09-25,2024-03-27,5575.81,549.0,183.0,False,2022-09
1986,ricky35@example.net,Jeremy,Burnett,India,North Williamville,2022-01-12,referral,budget,24,True,3,1796.48,598.83,2022-10-05,2023-03-03,1796.48,149.0,74.5,True,2022-10
1987,roger73@example.com,Joshua,James,Singapore,Lake Timothyfurt,2022-09-18,email_campaign,budget,32,True,1,364.94,364.94,2022-09-27,2022-09-27,364.94,0.0,,True,2022-09
1988,brittanysanders@example.org,Valerie,Walker,India,Taylorshire,2022-04-08,referral,budget,61,True,1,585.35,585.35,2022-04-15,2022-04-15,585.35,0.0,,True,2022-04
1989,pamela64@example.com,Brian,Matthews,Canada,Lake Benjaminton,2022-09-08,social_media,budget,27,False,2,1947.16,973.58,2023-05-01,2024-02-02,1947.16,277.0,277.0,False,2023-05
1990,timothy90@example.net,Rebecca,Wall,India,Frankland,2022-04-30,direct,budget,61,True,1,1902.2,1902.2,2022-08-26,2022-08-26,1902.2,0.0,,True,2022-08
1991,salvarado@example.com,George,Phillips,Germany,Jillhaven,2023-04-13,social_media,regular,54,False,11,17990.35,1635.49,2023-04-27,2024-03-27,17990.35,335.0,33.5,False,2023-04
1992,christine97@example.net,Nathan,Jackson,India,Madisonfort,2022-03-31,paid_search,budget,33,True,0,0.0,,,,,,,True,
1993,cynthia95@example.net,David,Holmes,USA,Port Brittanyburgh,2022-07-03,social_media,premium,47,False,3,2105.62,701.87,2022-09-21,2023-03-20,2105.62,180.0,90.0,True,2022-09
1994,charlesmcgee@example.com,Jessica,Lynch,India,Port Devinhaven,2022-01-26,referral,regular,32,False,12,29866.19,2488.85,2022-09-18,2024-01-18,29866.19,487.0,44.3,False,2022-09
1995,daniellesolomon@example.com,Rachel,Murray,India,Karenhaven,2023-07-18,social_media,budget,60,True,1,395.97,395.97,2024-03-08,2024-03-08,395.97,0.0,,False,2024-03
1996,ruth45@example.org,Kristy,Norton,USA,South Tyler,2022-12-28,paid_search,premium,41,True,9,24152.03,2683.56,2023-04-17,2024-01-30,24152.03,288.0,36.0,False,2023-04
1997,alexandramyers@example.net,Daniel,White,India,Lake Anthony,2022-04-07,paid_search,regular,23,False,2,1006.64,503.32,2023-08-08,2023-12-08,1006.64,122.0,122.0,True,2023-08
1998,karen81@example.org,Belinda,Lynch,India,Flowersland,2022-11-17,email_campaign,regular,51,True,1,4465.36,4465.36,2023-05-05,2023-05-05,4465.36,0.0,,True,2023-05
1999,sierra59@example.org,Paige,Johnson,USA,Port Daniel,2022-02-21,email_campaign,premium,31,True,1,7242.21,7242.21,2022-04-25,2022-04-25,7242.21,0.0,,True,2022-04
